,Title,Title_URL,Image,ipclockupoverlay_URL,Title1,Title2,ipcratingstar,Content,Title_new,Clean_content
1290,1291. The Vaccine War,https://www.imdb.com/title/tt23554840/?ref_=sr_t_1291,"https://m.media-amazon.com/images/M/MV5BMGQzMDM4MTktYzgyZi00MmEyLTg4MzUtZWY0OWFkNjM2NGJmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY207_CR2,0,140,207_.jpg",https://www.imdb.com/title/tt23554840/?ref_=sr_i_1291,2023,2h 41m,"7.2
 (25K)","Based on India's battle against Covid-19, and the efforts the medical department took to overcome the global crisis.",the vaccine war,based on india s battle against covid 19 and the efforts the medical department took to overcome the global crisis
1291,1292. Mangalavaaram,https://www.imdb.com/title/tt26763310/?ref_=sr_t_1292,"https://m.media-amazon.com/images/M/MV5BZjk4OGMwMDUtZWVmZS00OGU4LWFjNTEtNGQyMzcxYWQyM2ExXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt26763310/?ref_=sr_i_1292,2023,2h 29m,"6.7
 (2.3K)","Fear engulfs a village as murders pile up mysteriously. Shailu, a young woman is the heart of the story and the enigmatic tale unravels with a suspenseful cinematic journey.",mangalavaaram,fear engulfs a village as murders pile up mysteriously shailu a young woman is the heart of the story and the enigmatic tale unravels with a suspenseful cinematic journey
1292,1293. Dhoomam,https://www.imdb.com/title/tt22436062/?ref_=sr_t_1293,"https://m.media-amazon.com/images/M/MV5BNmVmMGVhMTYtNjNiZi00ODAwLWI0OTUtZjUwMmVjZTIyNmZmXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt22436062/?ref_=sr_i_1293,2023,2h 23m,"5.6
 (876)","Avinash wants to quit his marketing job at a top cigarette company, but it comes with consequences.",dhoomam,avinash wants to quit his marketing job at a top cigarette company but it comes with consequences
1293,1294. Viduthalai: Part 1,https://www.imdb.com/title/tt11396310/?ref_=sr_t_1294,"https://m.media-amazon.com/images/M/MV5BMjZhY2M5YjAtNDQ4NS00MDExLTlhMjctMmZmZmVkMTI3MjA4XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_QL75_UX140_CR0,21,140,207_.jpg",https://www.imdb.com/title/tt11396310/?ref_=sr_i_1294,2023,2h 30m,"8.3
 (8.7K)",A police officer is recruited to capture the leader of a separatist group.,viduthalai: part 1,a police officer is recruited to capture the leader of a separatist group
1294,1295. Pulimada,https://www.imdb.com/title/tt28337918/?ref_=sr_t_1295,"https://m.media-amazon.com/images/M/MV5BY2YwNzkyZTgtZTk2OS00MjIwLWEyM2ItZGJiZTI1NWZkZTE3XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt28337918/?ref_=sr_i_1295,2023,1h 50m,"5.3
 (608)","After being left at the altar, an embittered police officer preys on a stranded tourist - while a deadly tiger in the area adds another layer of menace.",pulimada,after being left at the altar an embittered police officer preys on a stranded tourist while a deadly tiger in the area adds another layer of menace
1295,1296. Maaveeran,https://www.imdb.com/title/tt22543326/?ref_=sr_t_1296,"https://m.media-amazon.com/images/M/MV5BNDYyMzlkYzYtZjQ4ZS00ZDVmLThmYTEtNGNlNDBlMTIzYWJhXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt22543326/?ref_=sr_i_1296,2023,2h 43m,"7.4
 (9.3K)","A cowardly cartoonist starts being 'controlled' by a cartoon action figure, and takes on a corrupt politician.",maaveeran,a cowardly cartoonist starts being controlled by a cartoon action figure and takes on a corrupt politician
1296,1297. Sapta Sagaradaache Ello: Side B,https://www.imdb.com/title/tt28857146/?ref_=sr_t_1297,"https://m.media-amazon.com/images/M/MV5BYzQ4MjUwMjItYjYxOC00NzU1LTkxMDYtZGJlYmMyYzI5NzIzXkEyXkFqcGdeQXVyMTA1NzEzOTU1._V1_QL75_UY207_CR2,0,140,207_.jpg",https://www.imdb.com/title/tt28857146/?ref_=sr_i_1297,2023,2h 28m,"8.0
 (3.6K)","10 years later, Manu gets released from jail and starts to build his life again. However, the memories of Priya haunt him and he is forced to enter her life again. A new life with Surabhi and memories of Priya along with it form plot.",sapta sagaradaache ello: side b,10 years later manu gets released from jail and starts to build his life again however the memories of priya haunt him and he is forced to enter her life again a new life with surabhi and memories of priya along with it form plot
1297,1298. King of Kotha,https://www.imdb.com/title/tt15134398/?ref_=sr_t_1298,"https://m.media-amazon.com/images/M/MV5BYzI3ZGEzM2EtNmU3ZC00YTE2LTg4ZDctMjcxNjliOTBlYjkyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt15134398/?ref_=sr_i_1298,2023,2h 54m,"6.1
 (8.2K)","In a crime-infested town, Kannan bhai and his gang are the reigning powers. To combat this reign and seek revenge, Inspector Shahul tactfully plots the return of the 'King', leading to a transformative turn of events.",king of kotha,in a crime infested town kannan bhai and his gang are the reigning powers to combat this reign and seek revenge inspector shahul tactfully plots the return of the king leading to a transformative turn of events
1298,1299. Dry Day,https://www.imdb.com/title/tt28024755/?ref_=sr_t_1299,"https://m.media-amazon.com/images/M/MV5BZjVjMzkyOWEtZmQ3Zi00ZjE5LWEzZTUtODc4ZjdmOTI1Njg1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt28024755/?ref_=sr_i_1299,2023,2h 8m,"5.3
 (1.2K)","When his wife makes a vow to abort their baby cause of his alcoholism, Gannu a ne'er do-well, protests to ban alcohol in his town while struggling with his own boozing habits.",dry day,when his wife makes a vow to abort their baby cause of his alcoholism gannu a ne er do well protests to ban alcohol in his town while struggling with his own boozing habits
1299,1300. Tiger Nageswara Rao,https://www.imdb.com/title/tt9688874/?ref_=sr_t_1300,"https://m.media-amazon.com/images/M/MV5BYTg0NWU4YmEtMDUxMS00OGQ2LTljZWUtZDE1ZjczODIzMDU3XkEyXkFqcGdeQXVyMTcyNDY1NDgw._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt9688874/?ref_=sr_i_1300,2023,2h 52m,"6.0
 (3.7K)","A legendary real-life robber of Stuartpuram, Andhra Pradesh called Tiger Nageswara Rao in the 1970s, who was noted for his ingenious ways of evading the police and prison.",tiger nageswara rao,a legendary real life robber of stuartpuram andhra pradesh called tiger nageswara rao in the 1970s who was noted for his ingenious ways of evading the police and prison
1300,1301. Kushi,https://www.imdb.com/title/tt15380630/?ref_=sr_t_1301,"https://m.media-amazon.com/images/M/MV5BNmU2Nzc2ZmItMTc5ZS00ZTE5LWEyOTMtMzIwYjBkNTI3Mjg4XkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_QL75_UY207_CR14,0,140,207_.jpg",https://www.imdb.com/title/tt15380630/?ref_=sr_i_1301,2023,2h 43m,"5.4
 (8K)","Raised in an atheist household, a young man falls in love with the daughter of his father's arch-rival, a devout Hindu leader.",kushi,raised in an atheist household a young man falls in love with the daughter of his father s arch rival a devout hindu leader
1301,1302. Maamannan,https://www.imdb.com/title/tt20242416/?ref_=sr_t_1302,"https://m.media-amazon.com/images/M/MV5BNjFmMTI3MTUtMTdmNS00ODI0LWEwM2UtMDVjOTAxZmFhODg5XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR12,0,140,207_.jpg",https://www.imdb.com/title/tt20242416/?ref_=sr_i_1302,2023,2h 37m,"6.7
 (5.6K)","The community that was exploited by the town's influential man, who completely rules due to the powerful backing of the authorities. A man collects evidence to flip him upside down when he was helpless to stop his endless torture.",maamannan,the community that was exploited by the town s influential man who completely rules due to the powerful backing of the authorities a man collects evidence to flip him upside down when he was helpless to stop his endless torture
1302,1303. IB 71,https://www.imdb.com/title/tt15073166/?ref_=sr_t_1303,"https://m.media-amazon.com/images/M/MV5BZDk1NWU5MjMtOWY4Zi00YWJhLTlkMDUtYjllMjQwZWE3OGU2XkEyXkFqcGdeQXVyMTY4MjU0NDY3._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt15073166/?ref_=sr_i_1303,2023,1h 57m,"7.2
 (10K)",A spy action thriller about the two-front war between Indian intelligence agencies and the Pakistani establishment in 1971.,ib 71,a spy action thriller about the two front war between indian intelligence agencies and the pakistani establishment in 1971
1303,1304. Ponniyin Selvan: Part Two,https://www.imdb.com/title/tt22444570/?ref_=sr_t_1304,"https://m.media-amazon.com/images/M/MV5BNmQ3NGM5ODMtNDhjYS00MDQwLWEwNjItNjZiNjdkMmQ3NjQzXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt22444570/?ref_=sr_i_1304,2023,2h 44m,"7.3
 (18K)","Arulmozhi Varman continues on his journey to become Rajaraja I, the greatest ruler of the historic Chola empire of south India.",ponniyin selvan: part two,arulmozhi varman continues on his journey to become rajaraja i the greatest ruler of the historic chola empire of south india
1304,1305. Thunivu,https://www.imdb.com/title/tt15163652/?ref_=sr_t_1305,"https://m.media-amazon.com/images/M/MV5BY2M0ODYyOGEtZWMyMC00NWM5LWJiNjEtNjBlYTEzNGZjOTk0XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt15163652/?ref_=sr_i_1305,2023,2h 26m,"6.1
 (29K)",A mysterious mastermind - Daredevil and his team forms a plan and commits bank heist to find the corporate looted people's money.,thunivu,a mysterious mastermind daredevil and his team forms a plan and commits bank heist to find the corporate looted people s money
1305,1306. My Name Is Shruthi,https://www.imdb.com/title/tt23635174/?ref_=sr_t_1306,"https://m.media-amazon.com/images/M/MV5BMDg2YzkwYzctMDYyZi00NTdhLTg5OTQtNGY5NjVhYjUzMzM0XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY207_CR14,0,140,207_.jpg",https://www.imdb.com/title/tt23635174/?ref_=sr_i_1306,2023,2h 10m,"6.4
 (2.3K)","It is an intriguing thriller based on Organ Mafia. My Name Is Shruthi stands apart as it deals with skin mafia, which is first of its kind movie which gives audience a new experience with a gripping thriller.",my name is shruthi,it is an intriguing thriller based on organ mafia my name is shruthi stands apart as it deals with skin mafia which is first of its kind movie which gives audience a new experience with a gripping thriller
1306,1307. Custody,https://www.imdb.com/title/tt23782248/?ref_=sr_t_1307,"https://m.media-amazon.com/images/M/MV5BOTNmNGIwZWItNDVlYy00YWVlLWFmNzAtMzdlYzlhYzAwYTJhXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UX140_CR0,13,140,207_.jpg",https://www.imdb.com/title/tt23782248/?ref_=sr_i_1307,2023,2h 28m,"5.8
 (5.3K)","Constable Siva is assigned to escort a witness from police custody to the courtroom. As a twist in the plot, Siva learns that the entire police department wants the witness dead and starts the real run.",custody,constable siva is assigned to escort a witness from police custody to the courtroom as a twist in the plot siva learns that the entire police department wants the witness dead and starts the real run
1307,1308. Vaathi,https://www.imdb.com/title/tt15427980/?ref_=sr_t_1308,"https://m.media-amazon.com/images/M/MV5BOTA0OTkxZjEtNTgwZC00NDgwLTljNDAtODhlMDBmMzU0N2EzXkEyXkFqcGdeQXVyMTMzNzIyNDc1._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt15427980/?ref_=sr_i_1308,2023,2h 19m,"7.3
 (10K)","When a private school teacher is assigned to a neglected public school, he must overcome personal and political strife in his fight for education.",vaathi,when a private school teacher is assigned to a neglected public school he must overcome personal and political strife in his fight for education
1308,1309. Good Night,https://www.imdb.com/title/tt26691319/?ref_=sr_t_1309,"https://m.media-amazon.com/images/M/MV5BYmIxMzAzOTEtY2QyZi00YzBkLThiM2ItM2I5YzNhYzM2ZTJlXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt26691319/?ref_=sr_i_1309,2023,2h 22m,"7.7
 (4.8K)","A simple boy-next-door whose biggest problem in life is his snoring, falls in love with a girl. Follow how the couple overcome his sleeping problem while living together.",good night,a simple boy next door whose biggest problem in life is his snoring falls in love with a girl follow how the couple overcome his sleeping problem while living together
1309,1310. The Great Escape,https://www.imdb.com/title/tt15367466/?ref_=sr_t_1310,"https://m.media-amazon.com/images/M/MV5BNDA1ODEyYTYtODQ3My00YWNiLTlmNWEtYjIxMDNkZjRjODE5XkEyXkFqcGdeQXVyNTY5MzQxNjg@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt15367466/?ref_=sr_i_1310,2023,,"8.7
 (85)",The Great Escape tells the story of immigrant Mob King Bob who is involved in various illegal activities like arms dealing and money laundering. Bobs biggest enemy Lord Pavlov attacks Bobs family to seek revenge.,the great escape,the great escape tells the story of immigrant mob king bob who is involved in various illegal activities like arms dealing and money laundering bobs biggest enemy lord pavlov attacks bobs family to seek revenge
1310,1311. Mark Antony,https://www.imdb.com/title/tt23052532/?ref_=sr_t_1311,"https://m.media-amazon.com/images/M/MV5BN2ZlZWZjOTAtN2ZhNC00M2JiLTk1NjEtYTczNTYwNDYxNTVlXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UX140_CR0,6,140,207_.jpg",https://www.imdb.com/title/tt23052532/?ref_=sr_i_1311,2023,2h 30m,"6.7
 (5.4K)","Mark, the son of gangster Antony, finds a telephone that has the ability to contact the past.",mark antony,mark the son of gangster antony finds a telephone that has the ability to contact the past
1311,1312. 800,https://www.imdb.com/title/tt27539086/?ref_=sr_t_1312,"https://m.media-amazon.com/images/M/MV5BM2UwMjRmNDEtODkxMi00ODg3LTkxODQtZDJkYTNkMGQ5N2Y1XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_QL75_UY207_CR2,0,140,207_.jpg",https://www.imdb.com/title/tt27539086/?ref_=sr_i_1312,2023,2h 38m,"7.4
 (4.2K)","The biopic promises to bring Muttiah Muralitharan's inspirational journey to a global audience, shedding light on the challenges and triumphs that defined his illustrious cricket career.",800,the biopic promises to bring muttiah muralitharan s inspirational journey to a global audience shedding light on the challenges and triumphs that defined his illustrious cricket career
1312,1313. Joe,https://www.imdb.com/title/tt23475032/?ref_=sr_t_1313,"https://m.media-amazon.com/images/M/MV5BYjYxMmM5NzQtZTJiOC00MmU4LWJlZGMtMTY5M2I2ZmQzNDQ3XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY207_CR83,0,140,207_.jpg",https://www.imdb.com/title/tt23475032/?ref_=sr_i_1313,2023,2h 27m,"7.5
 (2.7K)","The emotional journey of a young man navigating the depths of love, heartbreak and hope.",joe,the emotional journey of a young man navigating the depths of love heartbreak and hope
1313,1314. Yaathisai,https://www.imdb.com/title/tt27171776/?ref_=sr_t_1314,"https://m.media-amazon.com/images/M/MV5BY2ZjMGRmMWUtNWRkNi00NGY3LWE2NzEtZTcyMTk2ODE4MGE1XkEyXkFqcGdeQXVyMTUzOTcyODA5._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt27171776/?ref_=sr_i_1314,2023,2h 1m,"7.3
 (4K)",A periodical fiction based on the 7th-century Pandiyan prince Ranadheeran who ruled during a time when the Chola dynasty lost its power and its people were forced to live in the woods.,yaathisai,a periodical fiction based on the 7th century pandiyan prince ranadheeran who ruled during a time when the chola dynasty lost its power and its people were forced to live in the woods
1314,1315. Irugapatru,https://www.imdb.com/title/tt16103606/?ref_=sr_t_1315,"https://m.media-amazon.com/images/M/MV5BZTBmNmM4ZTUtZTY4Ni00YzlhLWE0MDQtZGE0OWRlM2IwNzgyXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt16103606/?ref_=sr_i_1315,2023,2h 33m,"8.1
 (3.1K)","Follows three couples, navigating inevitable challenges, and seeking self-discovery to salvage their relationships",irugapatru,follows three couples navigating inevitable challenges and seeking self discovery to salvage their relationships
